Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
Mar,1,Wednesday,Mazda,Urban,Monday,Mar,4,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11029,3,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Oct,3,Thursday,Pontiac,Urban,Friday,Oct,4,Male,Single,22,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11030,15,400,3,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,3 to 4,1995,All Perils
Oct,1,Tuesday,Chevrolet,Urban,Thursday,Oct,1,Male,Married,37,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,11031,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Sep,4,Saturday,Mazda,Urban,Monday,Sep,4,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11032,10,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
Sep,2,Tuesday,Chevrolet,Urban,Wednesday,Sep,4,Male,Single,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11033,10,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
Mar,4,Friday,Pontiac,Urban,Thursday,Mar,5,Male,Married,64,Policy Holder,Utility - Collision,Utility,more than 69000,1,11034,8,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Jul,5,Saturday,Honda,Urban,Monday,Aug,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11035,10,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability
Jun,2,Sunday,Pontiac,Urban,Wednesday,Jun,4,Male,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11036,16,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
Jun,2,Friday,Pontiac,Urban,Wednesday,Jun,4,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11037,13,700,1,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
May,1,Friday,Toyota,Urban,Friday,May,1,Male,Single,36,Third Party,Sedan - Collision,Sedan,more than 69000,0,11038,13,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
May,1,Sunday,Honda,Urban,Monday,Jun,1,Male,Married,59,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11039,3,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
Apr,3,Saturday,Mazda,Urban,Monday,Apr,3,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11040,6,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Mar,4,Friday,Pontiac,Urban,Monday,Mar,4,Male,Married,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11041,8,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Mar,5,Thursday,Pontiac,Rural,Tuesday,Apr,4,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11042,1,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
Apr,1,Friday,Mazda,Urban,Thursday,Apr,2,Male,Single,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11043,8,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Mar,4,Friday,Mazda,Urban,Monday,Mar,5,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11044,1,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Feb,4,Sunday,Toyota,Urban,Wednesday,Mar,1,Male,Single,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11045,16,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
Feb,4,Wednesday,Honda,Urban,Wednesday,Feb,4,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,11046,14,400,3,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Collision
Feb,2,Thursday,Pontiac,Urban,Tuesday,Feb,4,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11047,10,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
Mar,4,Saturday,Ford,Urban,Saturday,Mar,4,Male,Married,44,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,11048,11,400,4,more than 30,more than 30,1,more than 7,36 to 40,Yes,Yes,External,none,no change,1 vehicle,1995,Collision
Jan,5,Monday,Pontiac,Urban,Tuesday,Feb,1,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11049,9,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
Nov,4,Sunday,Chevrolet,Urban,Monday,Nov,4,Male,Married,39,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,11050,3,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Aug,4,Friday,Mazda,Rural,Monday,Aug,5,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11051,1,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
Aug,5,Thursday,Chevrolet,Urban,Thursday,Aug,5,Male,Single,35,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,11052,2,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Sep,4,Tuesday,Mazda,Urban,Tuesday,Sep,4,Male,Married,58,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11053,14,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Sep,4,Tuesday,Chevrolet,Urban,Tuesday,Oct,4,Female,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11054,13,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Oct,3,Sunday,Chevrolet,Urban,Tuesday,Nov,4,Male,Single,41,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,11055,13,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Dec,4,Sunday,VW,Urban,Monday,Mar,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,11056,5,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
Sep,5,Friday,Mazda,Rural,Monday,Oct,2,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11057,6,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Aug,4,Monday,Mazda,Urban,Monday,Aug,4,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11058,15,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
Mar,4,Saturday,Toyota,Urban,Tuesday,Apr,1,Male,Married,61,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11059,14,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
Jul,2,Sunday,Toyota,Urban,Monday,Jul,2,Female,Single,27,Policy Holder,Sedan - Liability,Sport,less than 20000,0,11060,14,400,4,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
Mar,4,Saturday,Pontiac,Rural,Tuesday,Mar,5,Male,Married,22,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,11061,16,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Jan,3,Monday,Honda,Urban,Monday,Jan,5,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11062,12,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability
Feb,5,Monday,Honda,Urban,Tuesday,Mar,1,Male,Married,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11063,4,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
Apr,4,Monday,Chevrolet,Urban,Thursday,Apr,5,Female,Single,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11064,5,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Mar,4,Saturday,Toyota,Urban,Tuesday,May,1,Male,Married,39,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,11065,12,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
May,1,Tuesday,Pontiac,Urban,Tuesday,May,1,Male,Single,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11066,9,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
Aug,1,Tuesday,Pontiac,Urban,Tuesday,Aug,1,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11067,3,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Aug,2,Thursday,Pontiac,Rural,Tuesday,Aug,3,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11068,3,700,2,more than 30,more than 30,2 to 4,7 years,41 to 50,Yes,No,External,3 to 5,4 to 8 years,2 vehicles,1995,Collision
Oct,2,Monday,Pontiac,Urban,Monday,Oct,3,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11069,1,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
Mar,4,Sunday,Chevrolet,Urban,Wednesday,Apr,1,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,1,11070,8,400,1,8 to 15,15 to 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
Nov,3,Wednesday,Mazda,Urban,Monday,Nov,4,Male,Married,35,Third Party,Sedan - All Perils,Sedan,more than 69000,0,11071,12,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,3 to 4,1995,All Perils
Dec,1,Saturday,Mercury,Urban,Friday,Dec,3,Male,Married,46,Policy Holder,Utility - All Perils,Utility,more than 69000,0,11072,13,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
Feb,4,Monday,Mercury,Urban,Wednesday,Mar,4,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11073,6,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Mar,1,Friday,Honda,Urban,Monday,Mar,1,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11074,8,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Mar,3,Tuesday,Pontiac,Urban,Tuesday,Mar,5,Male,Married,57,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11075,8,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
Mar,3,Sunday,Mazda,Urban,Tuesday,Mar,4,Male,Married,41,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11076,3,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
Mar,3,Monday,Toyota,Urban,Friday,Mar,4,Female,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11077,6,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
Apr,3,Wednesday,Chevrolet,Urban,Thursday,Apr,3,Male,Married,54,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11078,6,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Mar,4,Sunday,Mazda,Urban,Wednesday,Apr,4,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,11079,6,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Dec,1,Tuesday,Mercury,Urban,Wednesday,Dec,3,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11080,12,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Dec,2,Monday,Pontiac,Urban,Monday,Dec,2,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11081,5,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Dec,1,Tuesday,Pontiac,Urban,Thursday,Dec,2,Male,Married,63,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11082,2,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Nov,4,Sunday,Toyota,Urban,Friday,Dec,1,Male,Married,62,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11083,15,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
Nov,4,Saturday,Mazda,Urban,Tuesday,Nov,5,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11084,10,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
Nov,4,Saturday,Toyota,Urban,Monday,Nov,4,Female,Single,25,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,11085,3,400,1,more than 30,more than 30,none,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Nov,2,Tuesday,Dodge,Urban,Tuesday,Nov,2,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11086,14,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Mar,4,Sunday,Accura,Urban,Wednesday,Mar,5,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,11087,9,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
Sep,1,Friday,Mazda,Urban,Thursday,Sep,2,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11088,14,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Aug,2,Monday,Honda,Urban,Tuesday,Aug,2,Female,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11089,1,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
Aug,2,Wednesday,Honda,Urban,Thursday,Aug,3,Male,Married,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11090,12,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Mar,3,Sunday,Honda,Urban,Monday,Apr,1,Male,Married,55,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,11091,10,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
Mar,3,Saturday,Chevrolet,Urban,Friday,Apr,2,Female,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11092,1,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Mar,2,Monday,Toyota,Urban,Wednesday,May,1,Male,Married,59,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,11093,4,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
Dec,3,Saturday,Toyota,Rural,Wednesday,Dec,4,Male,Married,33,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,11094,3,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Dec,3,Thursday,Chevrolet,Urban,Tuesday,Jan,3,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11095,10,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Dec,1,Sunday,Toyota,Urban,Monday,Dec,1,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11096,16,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Dec,1,Friday,Honda,Urban,Tuesday,Dec,2,Female,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11097,9,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Nov,3,Saturday,Chevrolet,Urban,Tuesday,Nov,4,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11098,9,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
Nov,3,Friday,Honda,Urban,Thursday,Dec,1,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11099,4,700,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
Nov,2,Sunday,Chevrolet,Urban,Monday,Nov,3,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11100,16,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Oct,2,Sunday,Toyota,Urban,Monday,Oct,2,Male,Married,43,Third Party,Sedan - Liability,Sport,20000 to 29000,0,11101,6,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Sep,1,Sunday,Pontiac,Urban,Monday,Sep,2,Male,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11102,2,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Sep,1,Friday,Toyota,Urban,Thursday,Oct,4,Male,Single,19,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11103,12,400,1,more than 30,more than 30,1,2 years,21 to 25,No,No,External,none,1 year,1 vehicle,1995,Collision
Aug,2,Tuesday,Pontiac,Urban,Thursday,Aug,2,Male,Single,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11104,5,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Mar,4,Monday,Mazda,Urban,Tuesday,Mar,5,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,11105,13,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Collision
Aug,1,Thursday,Pontiac,Urban,Friday,Aug,1,Male,Single,38,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,11106,14,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Jul,4,Sunday,Toyota,Urban,Monday,Jul,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11107,3,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Mar,4,Monday,Mazda,Urban,Friday,Apr,2,Male,Single,42,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11108,1,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
Jul,3,Monday,VW,Urban,Thursday,Aug,2,Male,Single,22,Third Party,Sedan - All Perils,Sedan,more than 69000,0,11109,13,400,3,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Jul,2,Wednesday,Honda,Urban,Thursday,Jul,3,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11110,15,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils
May,1,Thursday,Mazda,Urban,Friday,May,1,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11111,6,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Mar,4,Saturday,Saab,Urban,Monday,Mar,5,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11112,16,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,3 to 4,1995,All Perils
Mar,1,Saturday,Toyota,Urban,Thursday,Mar,4,Male,Married,46,Third Party,Sedan - Liability,Sport,more than 69000,0,11113,1,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Mar,5,Tuesday,Accura,Urban,Wednesday,Apr,1,Male,Married,34,Policy Holder,Utility - All Perils,Utility,more than 69000,1,11114,4,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
Mar,1,Tuesday,Accura,Urban,Thursday,Apr,2,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11115,1,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Feb,3,Tuesday,Toyota,Urban,Monday,Feb,4,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11116,14,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
Dec,5,Thursday,Pontiac,Urban,Thursday,Feb,1,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11117,15,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
Aug,4,Monday,Dodge,Urban,Monday,Aug,5,Male,Married,39,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11118,4,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Dec,4,Tuesday,Chevrolet,Rural,Wednesday,Dec,5,Female,Single,33,Third Party,Sedan - All Perils,Sedan,more than 69000,1,11119,1,500,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,2 to 3 years,1 vehicle,1995,All Perils
Dec,4,Thursday,Toyota,Urban,Friday,Dec,4,Female,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11120,8,400,3,more than 30,more than 30,none,3 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Jun,4,Wednesday,Mazda,Urban,Thursday,Jun,5,Male,Single,45,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11121,6,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
Mar,5,Wednesday,Pontiac,Urban,Tuesday,Jun,2,Male,Single,41,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,11122,6,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
Sep,4,Saturday,Mazda,Urban,Monday,Sep,4,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11123,5,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
Mar,5,Wednesday,Pontiac,Urban,Wednesday,Apr,1,Female,Single,37,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,11124,11,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Nov,1,Friday,Chevrolet,Urban,Monday,Nov,2,Male,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11125,12,400,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Oct,3,Wednesday,Honda,Rural,Thursday,Apr,3,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,11126,5,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Collision
Apr,1,Wednesday,Honda,Urban,Thursday,Apr,2,Male,Married,61,Policy Holder,Sedan - Liability,Sport,less than 20000,0,11127,8,400,2,more than 30,more than 30,1,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
Apr,1,Tuesday,Pontiac,Urban,Thursday,Apr,2,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11128,13,400,1,more than 30,more than 30,2 to 4,4 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Jun,3,Tuesday,Pontiac,Urban,Friday,Jun,3,Male,Married,55,Third Party,Sedan - Liability,Sport,30000 to 39000,0,11129,8,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
Jun,2,Wednesday,Pontiac,Urban,Saturday,Jun,2,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11130,1,700,1,more than 30,more than 30,1,more than 7,41 to 50,Yes,Yes,External,1 to 2,no change,1 vehicle,1995,All Perils
Jul,1,Saturday,Honda,Urban,Tuesday,Jul,1,Male,Married,36,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11131,13,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Liability
Aug,3,Monday,Pontiac,Urban,Tuesday,Aug,3,Female,Married,54,Third Party,Sedan - All Perils,Sedan,less than 20000,0,11132,13,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
Sep,3,Saturday,Pontiac,Urban,Thursday,Sep,4,Male,Single,23,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11133,3,400,3,more than 30,more than 30,1,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Oct,3,Thursday,Toyota,Urban,Thursday,Oct,3,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11134,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
